,file_path,caption
36,background_asset/KYJ/3_nature_12/natureB-v1.jpg,"
    The mood of the studio should be cozy, festive, relaxing and the best studio lighting is grow. 
    The two best background colors are Navy blue and Teal.
    "
37,background_asset/KYJ/3_nature_12/natureB-v2.jpg,"
    The mood of the studio should be cozy, relaxing, peaceful and the best studio lighting is grow. 
    The two best background colors are Teal and Navy blue.
    "
38,background_asset/KYJ/3_nature_12/natureB1.jpg,"
    The mood of the studio should be cozy, relaxing, solitary and the best studio lighting is grow. 
    The two best background colors are Teal and Navy blue.
    "
39,background_asset/KYJ/3_nature_12/natureB2.jpg,"
    The mood of the studio should be cozy, relaxing, solitary and the best studio lighting is grow. 
    The two best background colors are Teal and Gray.
    "
40,background_asset/KYJ/3_nature_12/natureB3.jpg,"
    The mood of the studio should be cozy, relaxing, festive and the best studio lighting is grow. 
    The two best background colors are Navy blue and Teal.
    "
41,background_asset/KYJ/3_nature_12/natureB4.jpg,"
    The mood of the studio should be cozy, relaxing, peaceful and the best studio lighting is natural light. 
    The two best background colors are Teal and Gray.
    "
42,background_asset/KYJ/3_nature_12/natureC-v1.jpg,"
    The mood of the studio should be cozy, relaxing, promising and the best studio lighting is natural light. 
    The two best background colors are Gray and Charcoal.
    "
43,background_asset/KYJ/3_nature_12/natureC-v2.jpg,"
    The mood of the studio should be wearisome, monotonous, discouraging and the best studio lighting is evenly distributed. 
    The two best background colors are Navy blue and Charcoal.
    "
44,background_asset/KYJ/3_nature_12/natureC1.jpg,"
    The mood of the studio should be relaxing, cozy, calm and the best studio lighting is natural light. 
    The two best background colors are Aquamarine and Silver.
    "
45,background_asset/KYJ/3_nature_12/natureC2.jpg,"
    The mood of the studio should be cozy, promising, relaxing and the best studio lighting is grow. 
    The two best background colors are Gray and Silver.
    "
46,background_asset/KYJ/3_nature_12/natureC3.jpg,"
    The mood of the studio should be promising, dynamic, moving and the best studio lighting is grow. 
    The two best background colors are Charcoal and Gray.
    "
47,background_asset/KYJ/3_nature_12/natureC4.jpg,"
    The mood of the studio should be cozy, relaxing, peaceful and the best studio lighting is grow. 
    The two best background colors are Gray and Navy blue.
    "
48,background_asset/KYJ/4_street_18/streetA1.jpg,"
    The mood of the studio should be moving, promising, brisk and the best studio lighting is concentrated. 
    The two best background colors are Navy blue and Charcoal.
    "
49,background_asset/KYJ/4_street_18/streetA2.jpg,"
    The mood of the studio should be promising, irritating, brisk and the best studio lighting is concentrated. 
    The two best background colors are Navy blue and Charcoal.
    "
50,background_asset/KYJ/4_street_18/streetA3.jpg,"
    The mood of the studio should be promising, moving, brisk and the best studio lighting is grow. 
    The two best background colors are Charcoal and Navy blue.
    "
51,background_asset/KYJ/4_street_18/streetA4.jpg,"
    The mood of the studio should be promising, cozy, brisk and the best studio lighting is grow. 
    The two best background colors are Cyan and Teal.
    "
52,background_asset/KYJ/4_street_18/streetA_v1.jpg,"
    The mood of the studio should be promising, moving, irritating and the best studio lighting is concentrated. 
    The two best background colors are Charcoal and Navy blue.
    "
53,background_asset/KYJ/4_street_18/streetA_v2.jpg,"
    The mood of the studio should be moving, promising, irritating and the best studio lighting is concentrated. 
    The two best background colors are Black and Navy blue.
    "
54,background_asset/KYJ/4_street_18/streetB1.jpg,"
    The mood of the studio should be promising, dull, monotonous and the best studio lighting is evenly distributed. 
    The two best background colors are Navy blue and Charcoal.
    "
55,background_asset/KYJ/4_street_18/streetB2.jpg,"
    The mood of the studio should be promising, boring, relaxing and the best studio lighting is evenly distributed. 
    The two best background colors are Navy blue and Silver.
    "
56,background_asset/KYJ/4_street_18/streetB3.jpg,"
    The mood of the studio should be boring, promising, dull and the best studio lighting is natural light. 
    The two best background colors are Charcoal and Silver.
    "
57,background_asset/KYJ/4_street_18/streetB4.jpg,"
    The mood of the studio should be promising, boring, monotonous and the best studio lighting is evenly distributed. 
    The two best background colors are Navy blue and Charcoal.
    "
58,background_asset/KYJ/4_street_18/streetB_v1.jpg,"
    The mood of the studio should be relaxing, promising, brisk and the best studio lighting is evenly distributed. 
    The two best background colors are Navy blue and Charcoal.
    "
59,background_asset/KYJ/4_street_18/streetB_v2.jpg,"
    The mood of the studio should be relaxing, promising, brisk and the best studio lighting is evenly distributed. 
    The two best background colors are Navy blue and Blue.
    "
60,background_asset/KYJ/4_street_18/streetC1.jpg,"
    The mood of the studio should be cozy, promising, encouraging and the best studio lighting is concentrated. 
    The two best background colors are Azure and Aquamarine.
    "
61,background_asset/KYJ/4_street_18/streetC2.jpg,"
    The mood of the studio should be cozy, promising, relaxing and the best studio lighting is evenly distributed. 
    The two best background colors are Cyan and Aquamarine.
    "
62,background_asset/KYJ/4_street_18/streetC3.jpg,"
    The mood of the studio should be cozy, promising, encouraging and the best studio lighting is evenly distributed. 
    The two best background colors are Cyan and Teal.
    "
63,background_asset/KYJ/4_street_18/streetC4.jpg,"
    The mood of the studio should be promising, depressing, discouraging and the best studio lighting is evenly distributed. 
    The two best background colors are Aquamarine and Cyan.
    "
64,background_asset/KYJ/4_street_18/streetC_v1.jpg,"
    The mood of the studio should be promising, cozy, encouraging and the best studio lighting is evenly distributed. 
    The two best background colors are Beige and Cyan.
    "
65,background_asset/KYJ/4_street_18/streetC_v2.jpg,"
    The mood of the studio should be promising, discouraging, nostalgic and the best studio lighting is evenly distributed. 
    The two best background colors are Beige and Khaki.
    "
66,background_asset/KYJ/5_wood_18/woodA1.jpg,"
    The mood of the studio should be cozy, solitary, relaxing and the best studio lighting is evenly distributed. 
    The two best background colors are Gray and Navy blue.
    "
67,background_asset/KYJ/5_wood_18/woodA2.jpg,"
    The mood of the studio should be cozy, solitary, relaxing and the best studio lighting is evenly distributed. 
    The two best background colors are Gray and Silver.
    "
68,background_asset/KYJ/5_wood_18/woodA3.jpg,"
    The mood of the studio should be cozy, solitary, relaxing and the best studio lighting is evenly distributed. 
    The two best background colors are Gray and Aquamarine.
    "
69,background_asset/KYJ/5_wood_18/woodA4.jpg,"
    The mood of the studio should be cozy, solitary, relaxing and the best studio lighting is evenly distributed. 
    The two best background colors are Aquamarine and Gray.
    "
70,background_asset/KYJ/5_wood_18/woodA_v1.jpg,"
    The mood of the studio should be cozy, solitary, relaxing and the best studio lighting is evenly distributed. 
    The two best background colors are Navy blue and Blue.
    "
71,background_asset/KYJ/5_wood_18/woodA_v2.jpg,"
    The mood of the studio should be cozy, solitary, relaxing and the best studio lighting is evenly distributed. 
    The two best background colors are Gray and Navy blue.
    "
72,background_asset/KYJ/5_wood_18/woodB1.jpg,"
    The mood of the studio should be monotonous, relaxing, dull and the best studio lighting is evenly distributed. 
    The two best background colors are Navy blue and Azure.
    "
73,background_asset/KYJ/5_wood_18/woodB2.jpg,"
    The mood of the studio should be monotonous, cozy, moving and the best studio lighting is natural light. 
    The two best background colors are Navy blue and Teal.
    "
74,background_asset/KYJ/5_wood_18/woodB3.jpg,"
    The mood of the studio should be promising, relaxing, brisk and the best studio lighting is natural light. 
    The two best background colors are Navy blue and Aquamarine.
    "
75,background_asset/KYJ/5_wood_18/woodB4.jpg,"
    The mood of the studio should be cozy, relaxing, monotonous and the best studio lighting is natural light. 
    The two best background colors are Navy blue and Aquamarine.
    "
76,background_asset/KYJ/5_wood_18/woodB_v1.jpg,"
    The mood of the studio should be relaxing, cozy, monotonous and the best studio lighting is natural light. 
    The two best background colors are Navy blue and Teal.
    "
77,background_asset/KYJ/5_wood_18/woodB_v2.jpg,"
    The mood of the studio should be moving, relaxing, monotonous and the best studio lighting is natural light. 
    The two best background colors are Navy blue and Teal.
    "
78,background_asset/KYJ/5_wood_18/woodC1.jpg,"
    The mood of the studio should be cozy, solitary, dull and the best studio lighting is natural light. 
    The two best background colors are Navy blue and Gray.
    "
79,background_asset/KYJ/5_wood_18/woodC2.jpg,"
    The mood of the studio should be cozy, monotonous, dull and the best studio lighting is natural light. 
    The two best background colors are Gray and Navy blue.
    "
80,background_asset/KYJ/5_wood_18/woodC3.jpg,"
    The mood of the studio should be promising, dull, encouraging and the best studio lighting is evenly distributed. 
    The two best background colors are Aquamarine and Gray.
    "
81,background_asset/KYJ/5_wood_18/woodC4.jpg,"
    The mood of the studio should be cozy, solitary, relaxing and the best studio lighting is natural light. 
    The two best background colors are Navy blue and Gray.
    "
82,background_asset/KYJ/5_wood_18/woodC_v1.jpg,"
    The mood of the studio should be cozy, solitary, promising and the best studio lighting is natural light. 
    The two best background colors are Navy blue and Gray.
    "
83,background_asset/KYJ/5_wood_18/woodC_v2.jpg,"
    The mood of the studio should be cozy, solitary, relaxing and the best studio lighting is natural light. 
    The two best background colors are Gray and Charcoal.
    "
84,background_asset/KYJ/6_neon_18/neonA1.png,"
    The mood of the studio should be moving, promising, cozy and the best studio lighting is dark. 
    The two best background colors are Fuchsia and Maroon.
    "
85,background_asset/KYJ/6_neon_18/neonA2.png,"
    The mood of the studio should be discouraging, promising, encouraging and the best studio lighting is evenly distributed. 
    The two best background colors are Maroon and Red.
    "
86,background_asset/KYJ/6_neon_18/neonA3.png,"
    The mood of the studio should be moving, discouraging, wearisome and the best studio lighting is concentrated. 
    The two best background colors are Hot pink and Fuchsia.
    "
87,background_asset/KYJ/6_neon_18/neonA4.png,"
    The mood of the studio should be cozy, moving, gorgeous and the best studio lighting is romantic. 
    The two best background colors are Hot pink and Maroon.
    "
88,background_asset/KYJ/6_neon_18/neonA_v1.png,"
    The mood of the studio should be moving, promising, cozy and the best studio lighting is concentrated. 
    The two best background colors are Hot pink and Fuchsia.
    "
89,background_asset/KYJ/6_neon_18/neonA_v2.png,"
    The mood of the studio should be moving, promising, discouraging and the best studio lighting is concentrated. 
    The two best background colors are Fuchsia and Magenta.
    "
90,background_asset/KYJ/6_neon_18/neonB1.png,"
    The mood of the studio should be moving, promising, relaxing and the best studio lighting is bright. 
    The two best background colors are Cyan and Teal.
    "
91,background_asset/KYJ/6_neon_18/neonB2.png,"
    The mood of the studio should be moving, promising, relaxing and the best studio lighting is bright. 
    The two best background colors are Cyan and Teal.
    "
92,background_asset/KYJ/6_neon_18/neonB3.png,"
    The mood of the studio should be moving, boring, promising and the best studio lighting is grow. 
    The two best background colors are Cyan and Purple.
    "
93,background_asset/KYJ/6_neon_18/neonB4.png,"
    The mood of the studio should be moving, promising, nostalgic and the best studio lighting is bright. 
    The two best background colors are Cyan and Teal.
    "
94,background_asset/KYJ/6_neon_18/neonB_v1.png,"
    The mood of the studio should be moving, promising, boring and the best studio lighting is bright. 
    The two best background colors are Cyan and Teal.
    "
95,background_asset/KYJ/6_neon_18/neonB_v2.png,"
    The mood of the studio should be moving, promising, nostalgic and the best studio lighting is bright. 
    The two best background colors are Cyan and Teal.
    "
96,background_asset/KYJ/6_neon_18/neonC1.png,"
    The mood of the studio should be relaxing, promising, encouraging and the best studio lighting is bright. 
    The two best background colors are Fuchsia and Magenta.
    "
97,background_asset/KYJ/6_neon_18/neonC2.png,"
    The mood of the studio should be promising, relaxing, encouraging and the best studio lighting is bright. 
    The two best background colors are Fuchsia and Magenta.
    "
98,background_asset/KYJ/6_neon_18/neonC3.png,"
    The mood of the studio should be promising, wearisome, relaxing and the best studio lighting is grow. 
    The two best background colors are Magenta and Fuchsia.
    "
99,background_asset/KYJ/6_neon_18/neonC4.png,"
    The mood of the studio should be promising, relaxing, encouraging and the best studio lighting is evenly distributed. 
    The two best background colors are Magenta and Fuchsia.
    "
100,background_asset/KYJ/6_neon_18/neonC_v1.png,"
    The mood of the studio should be promising, relaxing, discouraging and the best studio lighting is evenly distributed. 
    The two best background colors are Magenta and Purple.
    "
101,background_asset/KYJ/6_neon_18/neonC_v2.png,"
    The mood of the studio should be relaxing, promising, wearisome and the best studio lighting is romantic. 
    The two best background colors are Magenta and Fuchsia.
    "
102,background_asset/KYJ/7_antique_18/antiqueA1.jpg,"
    The mood of the studio should be cozy, solitary, relaxing and the best studio lighting is dark. 
    The two best background colors are Navy blue and Teal.
    "
103,background_asset/KYJ/7_antique_18/antiqueA2.jpg,"
    The mood of the studio should be cozy, solitary, relaxing and the best studio lighting is evenly distributed. 
    The two best background colors are Navy blue and Aquamarine.
    "
104,background_asset/KYJ/7_antique_18/antiqueA3.jpg,"
    The mood of the studio should be cozy, solitary, dreary and the best studio lighting is evenly distributed. 
    The two best background colors are Aquamarine and Navy blue.
    "
105,background_asset/KYJ/7_antique_18/antiqueA4.jpg,"
    The mood of the studio should be cozy, relaxing, promising and the best studio lighting is dark. 
    The two best background colors are Navy blue and Charcoal.
    "
106,background_asset/KYJ/7_antique_18/antiqueA_v1.jpg,"
    The mood of the studio should be cozy, solitary, relaxing and the best studio lighting is dark. 
    The two best background colors are Navy blue and Aquamarine.
    "
107,background_asset/KYJ/7_antique_18/antiqueA_v2.jpg,"
    The mood of the studio should be solitary, cozy, relaxing and the best studio lighting is natural light. 
    The two best background colors are Navy blue and Aquamarine.
    "
108,background_asset/KYJ/7_antique_18/antiqueB1.jpg,"
    The mood of the studio should be cozy, relaxing, mysterious and the best studio lighting is natural light. 
    The two best background colors are Teal and Navy blue.
    "
109,background_asset/KYJ/7_antique_18/antiqueB2.jpg,"
    The mood of the studio should be cozy, relaxing, mysterious and the best studio lighting is dark. 
    The two best background colors are Navy blue and Teal.
    "
110,background_asset/KYJ/7_antique_18/antiqueB3.jpg,"
    The mood of the studio should be cozy, relaxing, peaceful and the best studio lighting is natural light. 
    The two best background colors are Teal and Charcoal.
    "
111,background_asset/KYJ/7_antique_18/antiqueB4.jpg,"
    The mood of the studio should be cozy, relaxing, gorgeous and the best studio lighting is natural light. 
    The two best background colors are Teal and Navy blue.
    "
112,background_asset/KYJ/7_antique_18/antiqueB_v1.jpg,"
    The mood of the studio should be cozy, relaxing, mysterious and the best studio lighting is dark. 
    The two best background colors are Teal and Aquamarine.
    "
113,background_asset/KYJ/7_antique_18/antiqueB_v2.jpg,"
    The mood of the studio should be cozy, relaxing, mysterious and the best studio lighting is natural light. 
    The two best background colors are Teal and Aquamarine.
    "
114,background_asset/KYJ/7_antique_18/antiqueC1.jpg,"
    The mood of the studio should be solitary, cozy, relaxing and the best studio lighting is natural light. 
    The two best background colors are Navy blue and Charcoal.
    "
115,background_asset/KYJ/7_antique_18/antiqueC2.jpg,"
    The mood of the studio should be cozy, solitary, relaxing and the best studio lighting is evenly distributed. 
    The two best background colors are Navy blue and Charcoal.
    "
116,background_asset/KYJ/7_antique_18/antiqueC3.jpg,"
    The mood of the studio should be cozy, relaxing, promising and the best studio lighting is natural light. 
    The two best background colors are Teal and Gray.
    "
117,background_asset/KYJ/7_antique_18/antiqueC4.jpg,"
    The mood of the studio should be cozy, relaxing, solitary and the best studio lighting is natural light. 
    The two best background colors are Navy blue and Teal.
    "
118,background_asset/KYJ/7_antique_18/antiqueC_v1.jpg,"
    The mood of the studio should be cozy, solitary, relaxing and the best studio lighting is natural light. 
    The two best background colors are Navy blue and Charcoal.
    "
119,background_asset/KYJ/7_antique_18/antiqueC_v2.jpg,"
    The mood of the studio should be cozy, solitary, relaxing and the best studio lighting is natural light. 
    The two best background colors are Navy blue and Charcoal.
    "
120,background_asset/KYJ/8_traditional_18/traditionalA1.jpg,"
    The mood of the studio should be promising, monotonous, cozy and the best studio lighting is evenly distributed. 
    The two best background colors are Navy blue and Teal.
    "
121,background_asset/KYJ/8_traditional_18/traditionalA2.jpg,"
    The mood of the studio should be cozy, relaxing, promising and the best studio lighting is natural light. 
    The two best background colors are Teal and Black.
    "
122,background_asset/KYJ/8_traditional_18/traditionalA3.jpg,"
    The mood of the studio should be cozy, promising, relaxing and the best studio lighting is natural light. 
    The two best background colors are Charcoal and Teal.
    "
123,background_asset/KYJ/8_traditional_18/traditionalA4.jpg,"
    The mood of the studio should be promising, brisk, annoying and the best studio lighting is dark. 
    The two best background colors are Purple and Fuchsia.
    "
124,background_asset/KYJ/8_traditional_18/traditionalA_v1.jpg,"
    The mood of the studio should be promising, moving, cozy and the best studio lighting is evenly distributed. 
    The two best background colors are Navy blue and Teal.
    "
125,background_asset/KYJ/8_traditional_18/traditionalA_v2.jpg,"
    The mood of the studio should be promising, cozy, encouraging and the best studio lighting is evenly distributed. 
    The two best background colors are Navy blue and Teal.
    "
126,background_asset/KYJ/8_traditional_18/traditionalB1.jpg,"
    The mood of the studio should be cozy, relaxing, dull and the best studio lighting is dark. 
    The two best background colors are Navy blue and Teal.
    "
127,background_asset/KYJ/8_traditional_18/traditionalB2.jpg,"
    The mood of the studio should be cozy, solitary, monotonous and the best studio lighting is dark. 
    The two best background colors are Navy blue and Teal.
    "
128,background_asset/KYJ/8_traditional_18/traditionalB3.jpg,"
    The mood of the studio should be relaxing, cozy, peaceful and the best studio lighting is natural light. 
    The two best background colors are Navy blue and Charcoal.
    "
129,background_asset/KYJ/8_traditional_18/traditionalB4.jpg,"
    The mood of the studio should be cozy, suspenseful, irritating and the best studio lighting is dark. 
    The two best background colors are Navy blue and Teal.
    "
130,background_asset/KYJ/8_traditional_18/traditionalB_v1.jpg,"
    The mood of the studio should be cozy, relaxing, solitary and the best studio lighting is dark. 
    The two best background colors are Navy blue and Teal.
    "
131,background_asset/KYJ/8_traditional_18/traditionalB_v2.jpg,"
    The mood of the studio should be cozy, relaxing, solitary and the best studio lighting is dark. 
    The two best background colors are Navy blue and Teal.
    "
132,background_asset/KYJ/8_traditional_18/traditionalC1.jpg,"
    The mood of the studio should be cozy, relaxing, solitary and the best studio lighting is dark. 
    The two best background colors are Navy blue and Charcoal.
    "
133,background_asset/KYJ/8_traditional_18/traditionalC2.jpg,"
    The mood of the studio should be relaxing, promising, annoying and the best studio lighting is dark. 
    The two best background colors are Navy blue and Blue.
    "
134,background_asset/KYJ/8_traditional_18/traditionalC3.jpg,"
    The mood of the studio should be relaxing, cozy, solitary and the best studio lighting is dark. 
    The two best background colors are Navy blue and Charcoal.
    "
135,background_asset/KYJ/8_traditional_18/traditionalC4.jpg,"
    The mood of the studio should be cozy, promising, relaxing and the best studio lighting is dark. 
    The two best background colors are Navy blue and Teal.
    "
136,background_asset/KYJ/8_traditional_18/traditionalC_v1.jpg,"
    The mood of the studio should be cozy, relaxing, solitary and the best studio lighting is dark. 
    The two best background colors are Navy blue and Charcoal.
    "
137,background_asset/KYJ/8_traditional_18/traditionalC_v2.jpg,"
    The mood of the studio should be relaxing, cozy, solitary and the best studio lighting is dark. 
    The two best background colors are Navy blue and Charcoal.
    "
138,background_asset/KYJ/9_industrial_12/industrialA1.jpg,"
    The mood of the studio should be solitary, promising, dull and the best studio lighting is evenly distributed. 
    The two best background colors are Navy blue and Charcoal.
    "
139,background_asset/KYJ/9_industrial_12/industrialA2.jpg,"
    The mood of the studio should be promising, depressing, dreary and the best studio lighting is evenly distributed. 
    The two best background colors are Navy blue and Charcoal.
    "
140,background_asset/KYJ/9_industrial_12/industrialA3.jpg,"
    The mood of the studio should be cozy, promising, dreary and the best studio lighting is evenly distributed. 
    The two best background colors are Navy blue and Charcoal.
    "
141,background_asset/KYJ/9_industrial_12/industrialA4.jpg,"
    The mood of the studio should be promising, cozy, dreary and the best studio lighting is evenly distributed. 
    The two best background colors are Navy blue and Gray.
    "
142,background_asset/KYJ/9_industrial_12/industrialA_v1.jpg,"
    The mood of the studio should be promising, dreary, relaxing and the best studio lighting is evenly distributed. 
    The two best background colors are Navy blue and Aquamarine.
    "
143,background_asset/KYJ/9_industrial_12/industrialA_v2.jpg,"
    The mood of the studio should be promising, grotesque, depressing and the best studio lighting is evenly distributed. 
    The two best background colors are Navy blue and Aquamarine.
    "
144,background_asset/KYJ/9_industrial_12/industrialB1.jpg,"
    The mood of the studio should be nostalgic, brisk, cozy and the best studio lighting is evenly distributed. 
    The two best background colors are Navy blue and Teal.
    "
145,background_asset/KYJ/9_industrial_12/industrialB2.jpg,"
    The mood of the studio should be brisk, cozy, promising and the best studio lighting is dark. 
    The two best background colors are Charcoal and Navy blue.
    "
146,background_asset/KYJ/9_industrial_12/industrialB3.jpg,"
    The mood of the studio should be brisk, promising, cozy and the best studio lighting is evenly distributed. 
    The two best background colors are Charcoal and Gray.
    "
147,background_asset/KYJ/9_industrial_12/industrialB4.jpg,"
    The mood of the studio should be brisk, promising, cozy and the best studio lighting is evenly distributed. 
    The two best background colors are Navy blue and Teal.
    "
148,background_asset/KYJ/9_industrial_12/industrialB_v1.jpg,"
    The mood of the studio should be brisk, promising, cozy and the best studio lighting is evenly distributed. 
    The two best background colors are Charcoal and Teal.
    "
149,background_asset/KYJ/9_industrial_12/industrialB_v2.jpg,"
    The mood of the studio should be brisk, promising, nostalgic and the best studio lighting is dark. 
    The two best background colors are Navy blue and Charcoal.
    "
150,background_asset/KYJ/10_cozy_12/cozyA1.jpg,"
    The mood of the studio should be cozy, relaxing, dreary and the best studio lighting is natural light. 
    The two best background colors are Aquamarine and Ivory.
    "
151,background_asset/KYJ/10_cozy_12/cozyA2.jpg,"
    The mood of the studio should be cozy, depressing, dreary and the best studio lighting is cozy. 
    The two best background colors are Gray and Silver.
    "
152,background_asset/KYJ/10_cozy_12/cozyA3.jpg,"
    The mood of the studio should be cozy, relaxing, solitary and the best studio lighting is natural light. 
    The two best background colors are Navy blue and Aquamarine.
    "
